ftitre;fannee;anom;freq
TERRAFERMA;2012;EMANUELE CRIALESE;190089
LES INFIDELES;2012;EMMANUELLE BERCOT;4408342
MES HEROS;2012;ERIC BESNARD;1261451
MADAGASCAR 3 BONS BAISERS D'EUROPE;2012;ERIC DARNELL;5602449
POSSESSIONS;2012;ERIC GUIRADO;215384
LES INFIDELES;2012;ERIC LARTIGAU;4408342
L'ONCLE CHARLES;2012;ETIENNE CHATILIEZ;649719
360;2012;FERNANDO MEIRELLES;115779
CLOCLO;2012;FLORENT EMILIO SIRI;3403727
TWIXT;2012;FRANCIS FORD COPPOLA;217602
LES KAIRA;2012;FRANCK GASTAMBIDE;1997478
DANS LA MAISON;2012;FRANCOIS OZON;2411360
LES INFIDELES;2012;FRED CAVAYE;4408342
L'AMOUR DURE TROIS ANS;2012;FREDERIC BEIGBEDER;1387547
STARS 80;2012;FREDERIC FORESTIER;3591934
A MOI SEULE;2012;FREDERIC VIDEAU;60423
THE RAID;2012;GARETH EVANS;370390
HUNGER GAMES;2012;GARY ROSS;3383335
7 JOURS A LA HAVANE;2012;GASPAR NOE;73797
HASTA LA VISTA;2012;GEOFFREY ENTHOVEN;237050
STAR WARS : EPISODE 1, LA MENACE FANTOME 3D;2012;GEORGE LUCAS;1181404
NOUS YORK;2012;GERALDINE NAKACHE;1209578
LES INFIDELES;2012;GILLES LELLOUCHE;4408342
LA COLLINE AUX COQUELICOTS;2012;GORO MIYAZAKI;900950
L'AIR DE RIEN;2012;GREGORY MAGNE;73342
LE GRAND SOIR;2012;GUSTAVE KERVERN;875770
SHERLOCK HOLMES JEU D'OMBRES;2012;GUY RITCHIE;4146351
AMERICAN PIE 4;2012;HAYDEN SCHLOSSBERG;3000643
DISPARUE;2012;HEITOR DHALIA;113224
PARANORMAL ACTIVITY 4;2012;HENRY JOOST;1809202
NOUS YORK;2012;HERVE MIMRAN;1209578
HERITAGE;2012;HIAM ABBASS;67858
IN ANOTHER COUNTRY;2012;HONG SANG-SOO;152963
COMME DES FRERES;2012;HUGO GELIN;653393
MARGIN CALL;2012;J.C. CHANDOR;695310
DE ROUILLE ET D'OS;2012;JACQUES AUDIARD;3807581
LA MER A BOIRE;2012;JACQUES MAILLOT;256889
ROBOT AND FRANK;2012;JAKE SCHREIER;54328
TITANIC 3D;2012;JAMES CAMERON;2207792
UN BONHEUR N'ARRIVE JAMAIS SEUL;2012;JAMES HUTH;3505932
LOCK OUT;2012;JAMES MATHER;931692
LA DAME EN NOIR;2012;JAMES WATKINS;953133
YOUNG ADULT;2012;JASON REITMAN;316653
MOI, DEPUTE;2012;JAY ROACH;172974
BIENVENUE PARMI NOUS;2012;JEAN BECKER;370625
LES INFIDELES;2012;JEAN DUJARDIN;4408342
LE JOUR DES CORNEILLES;2012;JEAN-CHRISTOPHE DESSAINT;747500
ZARAFA;2012;JEAN-CHRISTOPHE LIE;2772592
CAFE DE FLORE;2012;JEAN-MARC VALLEE;183369
QUAND JE SERAI PETIT;2012;JEAN-PAUL ROUVE;192718
L'HOMME QUI RIT;2012;JEAN-PIERRE AMERIS;489587
ICI-BAS;2012;JEAN-PIERRE DENIS;71497
TAKE SHELTER;2012;JEFF NICHOLS;438145
FRIENDS ...WITH KIDS;2012;JENNIFER WESTFELDT;158090
LA TRAVERSEE (2012);2012;JEROME CORNUAU;126019
A PERDRE LA RAISON;2012;JOACHIM LAFOSSE;313805
LE TERRITOIRE DES LOUPS;2012;JOE CARNAHAN;656050
ANNA KARENINE;2012;JOE WRIGHT;580422
EFFRACTION;2012;JOEL SCHUMACHER;386999
LE PETIT GRUFFALO;2012;JOHANNES WEILAND;318363
DES HOMMES SANS LOI;2012;JOHN HILLCOAT;836663
INDIAN PALACE;2012;JOHN MADDEN;633727
AMERICAN PIE 4;2012;JON HURWITZ;3000643
LA COLERE DES TITANS;2012;JONATHAN LIEBESMAN;1482420
JC COMME JESUS CHRIST;2012;JONATHAN ZACCAI;28292
NIKO LE PETIT RENNE 2;2012;JORGEN LERDAM;1620918
CHRONICLE;2012;JOSH TRANK;2023488
AVENGERS;2012;JOSS WHEDON;7302176
THE IMPOSSIBLE;2012;JUAN ANTONIO BAYONA;1057416
7 JOURS A LA HAVANE;2012;JUAN CARLOS TABIO;73797
RECHERCHE BAD BOYS DESESPEREMENT;2012;JULIE ANNE ROBINSON;348660
2 DAYS IN NEW YORK;2012;JULIE DELPY;843802
ARRETE DE PLEURER PENELOPE;2012;JULIETTE ARNAUD;269092
7 JOURS A LA HAVANE;2012;JULIO MEDEM;73797
MAIS QUI A RE-TUE PAMELA ROSE ?;2012;KAD MERAD;539382
NIKO LE PETIT RENNE 2;2012;KARI JUUSONEN;1620918
FELINS;2012;KEITH SCHOLEY;1271385
LA PART DES ANGES;2012;KEN LOACH;1562076
STARBUCK;2012;KEN SCOTT;913476
CE QUI VOUS ATTEND SI VOUS ATTENDEZ UN ENFANT;2012;KIRK JONES;675527
LE LORAX;2012;KYLE BALDA;1161172
THE DICTATOR;2012;LARRY CHARLES;1654783
DES SAUMONS DANS LE DESERT;2012;LASSE HALLSTROM;105510
LA CERISE SUR LE GATEAU;2012;LAURA MORANTE;83030
7 JOURS A LA HAVANE;2012;LAURENT CANTET;73797
ASTERIX & OBELIX AU SERVICE DE SA MAJESTE;2012;LAURENT TIRARD;6713459
PAPERBOY;2012;LEE DANIELS;315719
TOTAL RECALL MEMOIRES PROGRAMMEES;2012;LEN WISEMAN;2496628
HOLY MOTORS;2012;LEOS CARAX;352350
BACHELORETTE;2012;LESLYE HEADLAND;356218
LOL USA;2012;LISA AZUELOS;141957
JUSQU'A CE QUE LA FIN DU MONDE NOUS SEPARE;2012;LORENE SCAFARIA;253905
LE FILS DE L'AUTRE;2012;LORRAINE LEVY;479264
LES PAPAS DU DIMANCHE;2012;LOUIS BECKER;103129
AU GALOP;2012;LOUIS-DO DE LENCQUESAING;73649
38 TEMOINS;2012;LUCAS BELVAUX;512439
30° COULEUR;2012;LUCIEN JEAN-BAPTISTE;260795
SANS ISSUE;2012;MABROUK EL MECHRI;284687
W.E. WALLIS & EDOUARD;2012;MADONNA;44287
ELLES;2012;MALGORZATA SZUMOWSKA;194588
UNDERWORLD : NOUVELLE ERE;2012;MANS MARLIND;911585
PAULINE DETECTIVE;2012;MARC FITOUSSI;223366
THE AMAZING SPIDER-MAN;2012;MARC WEBB;3197576
BOWLING;2012;MARIE-CASTILLE MENTION-SCHAAR;966174
MA PREMIERE FOIS;2012;MARIE-CASTILLE MENTION-SCHAAR;366196
A COEUR OUVERT;2012;MARION LAINE;143304
REBELLE;2012;MARK ANDREWS;4742755
GHOST RIDER : L'ESPRIT DE VENGEANCE;2012;MARK NEVELDINE;899591
UN JOUR MON PERE VIENDRA;2012;MARTIN VALENTE;266195
LE CHIEN DU TIBET;2012;MASAYUKI KOJIMA;80259
REALITY;2012;MATTEO GARRONE;257917
TORPEDO;2012;MATTHIEU DONCK;34071
STREET DANCE 2 3D;2012;MAX GIWA;700216
TARGET;2012;MCG.;678295
AMOUR;2012;MICHAEL HANEKE;1448425
SILENT HILL : REVELATION 3D;2012;MICHAEL J. BASSETT;441414
JE TE PROMETS;2012;MICHAEL SUCSY;579786
L'AGE DE GLACE 4 LA DERIVE DES CONTINENTS;2012;MICHAEL THURMEIER;11927196
LA TERRE OUTRAGEE;2012;MICHALE BOGANIM;133194
THE WE AND THE I;2012;MICHEL GONDRY;196776
LES INFIDELES;2012;MICHEL HAZANAVICIUS;4408342
TELE GAUCHO;2012;MICHEL LECLERC;199993
HENAUT PRESIDENT;2012;MICHEL MULLER;9486
KIRIKOU ET LES HOMMES ET LES FEMMES;2012;MICHEL OCELOT;2081509
LE GUETTEUR;2012;MICHELE PLACIDO;466674
OPERACION E;2012;MIGUEL COURTOIS;18113
LES FEMMES DU BUS 678;2012;MOHAMED DIAB;482702
ARBITRAGE;2012;NICHOLAS JARECKI;250241
BEL AMI;2012;NICK ORMEROD;178034
10 JOURS EN OR;2012;NICOLAS BROSSETTE;190498
ROYAL AFFAIR;2012;NIKOLAJ ARCEL;523680
PROJET X;2012;NIMA NOURIZADEH;3647574
CAMILLE REDOUBLE;2012;NOEMIE LVOVSKY;1872217
POSSEDEE;2012;OLE BORNEDAL;729908
SAVAGES;2012;OLIVER STONE;981055
APRES MAI;2012;OLIVIER ASSAYAS;222287
MAIS QUI A RE-TUE PAMELA ROSE ?;2012;OLIVIER BAROUX;539382
LES SEIGNEURS;2012;OLIVIER DAHAN;5189928
TAKEN 2;2012;OLIVIER MEGATON;5803790
LES ACACIAS;2012;PABLO GIORGELLI;193244
7 JOURS A LA HAVANE;2012;PABLO TRAPERO;73797
REC 3 GENESIS;2012;PACO PLAZA;722247
CHERCHEZ HORTENSE;2012;PASCAL BONITZER;975442
UN PLAN PARFAIT;2012;PASCAL CHAUMEIL;2356136
CENDRILLON AU FAR WEST;2012;PASCAL HEROLD;42870
THE SECRET;2012;PASCAL LAUGIER;1109131
ASSOCIES CONTRE LE CRIME...;2012;PASCAL THOMAS;891674
LE MAGASIN DES SUICIDES;2012;PATRICE LECONTE;515193
SPORT DE FILLES;2012;PATRICIA MAZUY;157203
MAUVAISE FILLE;2012;PATRICK MILLE;120829
RESIDENT EVIL : RETRIBUTION;2012;PAUL ANDERSON;1016085
LES VIEUX CHATS;2012;PEDRO PEIRANO;171302
CLOCHETTE ET LE SECRET DES FEES;2012;PEGGY HOLMES;3063942
BATTLESHIP;2012;PETER BERG;1848973
LE HOBBIT : UN VOYAGE INATTENDU;2012;PETER JACKSON;6565289
LES PIRATES ! BONS A RIEN MAUVAIS EN TOUT;2012;PETER LORD;1546080
LES CINQ LEGENDES;2012;PETER RAMSEY;5573822
21 JUMP STREET;2012;PHIL LORD;575023
LES VACANCES DE DUCOBU;2012;PHILIPPE DE CHAUVERON;2057288
MONSIEUR LAZHAR;2012;PHILIPPE FALARDEAU;410944
LA DESINTEGRATION;2012;PHILIPPE FAUCON;95265
30° COULEUR;2012;PHILIPPE LARUE;260795
UNE NUIT;2012;PHILIPPE LEFEBVRE (II);418933
NOS PLUS BELLES VACANCES;2012;PHILIPPE LELLOUCHE;581299
LA DAME DE FER;2012;PHYLLIDA LLOYD;1127760
MAINS ARMEES;2012;PIERRE JOLIVET;627990
PARLEZ-MOI DE VOUS;2012;PIERRE PINAUD;607489
RENGAINE;2012;RACHID DJAIDANI;250899
JOURNAL DE FRANCE;2012;RAYMOND DEPARDON;121489
POPULAIRE;2012;REGIS ROINSARD;2290445
ZARAFA;2012;REMI BEZANCON;2772592
LOOPER;2012;RIAN JOHNSON;1741449
LES MONDES DE RALPH;2012;RICH MOORE;3455683
PROMETHEUS;2012;RIDLEY SCOTT;3473269
ALEX CROSS;2012;ROB COHEN;237214
LE ROI LION 3D;2012;ROB MINKOFF;1202948
UNE NOUVELLE CHANCE;2012;ROBERT LORENZ;448341
ALBERT NOBBS;2012;RODRIGO GARCIA;149873
LE ROI LION 3D;2012;ROGER ALLERS;1202948
LE PACTE;2012;ROGER DONALDSON;916952
ANONYMOUS (2012);2012;ROLAND EMMERICH;77801
RADIOSTARS;2012;ROMAIN LEVY;1101612
BROKEN;2012;RUFUS NORRIS;199595
BLANCHE-NEIGE ET LE CHASSEUR;2012;RUPERT SANDERS;3678967
COMME UN HOMME;2012;SAFY NEBBOU;61572
L'ETRANGE POUVOIR DE NORMAN;2012;SAM FELL;561424
ANOTHER HAPPY DAY;2012;SAM LEVINSON;201687
SKYFALL;2012;SAM MENDES;11949470
J'ENRAGE DE SON ABSENCE;2012;SANDRINE BONNAIRE;208268
SINISTER;2012;SCOTT DERRICKSON;837870
SEXY DANCE 4 MIAMI HEAT;2012;SCOTT SPEER;2309147
LES VIEUX CHATS;2012;SEBASTIAN SILVA;171302
TED;2012;SETH MACFARLANE;2752786
MY WEEK WITH MARILYN;2012;SIMON CURTIS;406065
EXPENDABLES 2 UNITE SPECIALE;2012;SIMON WEST;3840929
PARIS-MANHATTAN;2012;SOPHIE LELLOUCHE;439175
MY BEST MEN;2012;STEPHAN ELLIOTT;201324
JEAN DE LA LUNE;2012;STEPHAN SCHESCH;461200
ERNEST ET CELESTINE;2012;STEPHANE AUBIER;1850332
QUELQUES HEURES DE PRINTEMPS;2012;STEPHANE BRIZE;638597
ET SI ON VIVAIT TOUS ENSEMBLE ?;2012;STEPHANE ROBELIN;630834
L'AIR DE RIEN;2012;STEPHANE VIARD;73342
EXTREMEMENT FORT & INCROYABLEMENT PRES;2012;STEPHEN DALDRY;426521
LADY VEGAS;2012;STEPHEN FREARS;57986
LOCK OUT;2012;STEPHEN ST. LEGER;931692
L'AGE DE GLACE 4 LA DERIVE DES CONTINENTS;2012;STEVE MARTINO;11927196
MAGIC MIKE;2012;STEVEN SODERBERGH;569230
PIEGEE;2012;STEVEN SODERBERGH;282322
CHEVAL DE GUERRE;2012;STEVEN SPIELBERG;1303237
LOVE IS ALL YOU NEED;2012;SUSANNE BIER;49445
LA VIE D'UNE AUTRE;2012;SYLVIE TESTUD;710909
CONFESSION D'UN ENFANT DU SIECLE;2012;SYLVIE VERHEYDE;61861
BLANCHE NEIGE;2012;TARSEM SINGH;1571858
UNE BOUTEILLE A LA MER;2012;THIERRY BINISTI;353766
LA VERITE SI JE MENS ! 3;2012;THOMAS GILOU;5568384
LA CHASSE;2012;THOMAS VINTERBERG;311168
DARK SHADOWS;2012;TIM BURTON;3539904
FRANKENWEENIE;2012;TIM BURTON;1231725
ABRAHAM LINCOLN : CHASSEUR DE VAMPIRES;2012;TIMUR BEKMAMBETOV;884686
MADAGASCAR 3 BONS BAISERS D'EUROPE;2012;TOM MCGRATH;5602449
LA TAUPE;2012;TOMAS ALFREDSON;1184794
JASON BOURNE : L'HERITAGE;2012;TONY GILROY;1788122
DETACHMENT;2012;TONY KAYE;425632
UNE SECONDE FEMME;2012;UMUT DAG;74045
L'ENFANT D'EN HAUT;2012;URSULA MEIER;297240
LE PETIT GRUFFALO;2012;UWE HEIDSCHOTTER;318363
MAIN DANS LA MAIN;2012;VALERIE DONZELLI;630518
SAMMY 2;2012;VINCENT KESTELOOT;1395000
ERNEST ET CELESTINE;2012;VINCENT PATAR;1850332
BYE BYE BLONDIE;2012;VIRGINIE DESPENTES;57578
SUR LA ROUTE;2012;WALTER SALLES;681969
LES SAPHIRS;2012;WAYNE BLAIR;149750
MOONRISE KINGDOM;2012;WES ANDERSON;1023342
DEVIL INSIDE;2012;WILLIAM BRENT BELL;696232
KILLER JOE;2012;WILLIAM FRIEDKIN;333762
TO ROME WITH LOVE;2012;WOODY ALLEN;1095217
LAURENCE ANYWAYS;2012;XAVIER DOLAN;186274
SUPERSTAR;2012;XAVIER GIANNOLI;409675
A L'AVEUGLE;2012;XAVIER PALUD;455743
DO NOT DISTURB;2012;YVAN ATTAL;219928
LA VIE D'ADELE CHAPITRES 1 & 2;2013;ABDELLATIF KECHICHE;2236298
YOU'RE NEXT;2013;ADAM WINGARD;250023
AU BOUT DU CONTE;2013;AGNES JAOUI;1950833
JOSEPHINE;2013;AGNES OBADIA;1239519
L'INCONNU DU LAC;2013;ALAIN GUIRAUDIE;248327
UN P'TIT GARS DE MENILMONTANT;2013;ALAIN MINIER;39935
THOR : LE MONDE DES TENEBRES;2013;ALAN TAYLOR;4859306
CHIMPANZES;2013;ALASTAIR FOTHERGILL;762428
9 MOIS FERME;2013;ALBERT DUPONTEL;4386318
LA VRAIE VIE DES PROFS;2013;ALBERT PEREIRA LAZARO;875513
AMOUR & TURBULENCES;2013;ALEXANDRE CASTAGNETTI;745728
BOULE ET BILL;2013;ALEXANDRE CHARLOT;4124993
EYJAFJALLAJOKULL;2013;ALEXANDRE COFFRE;3672460
GRAVITY;2013;ALFONSO CUARON;7428999
BROKEN CITY;2013;ALLEN HUGHES;184378
INCH'ALLAH;2013;ANAIS BARBEAU-LAVALETTE;49582
MAMA;2013;ANDRES MUSCHIETTI;627031
LES AMES VAGABONDES;2013;ANDREW NICCOL;788969
LE MONDE DE NEMO 3D;2013;ANDREW STANTON;496043
CLOUD ATLAS;2013;ANDY WACHOWSKI;843255
RENDEZ-VOUS A KIRUNA;2013;ANNA NOVION;108116
PERFECT MOTHERS;2013;ANNE FONTAINE;407445
SOUS LE FIGUIER;2013;ANNE-MARIE ETIENNE;374565
ILO ILO;2013;ANTHONY CHEN;213553
LES GAMINS;2013;ANTHONY MARCIANO;3379760
LA CHUTE DE LA MAISON BLANCHE;2013;ANTOINE FUQUA;699829
LE CONGRES;2013;ARI FOLMAN;61928
THE ICEMAN;2013;ARIEL VROMEN;197205
ANGELIQUE;2013;ARIEL ZEITOUN;257858
MICHAEL KOHLHAAS;2013;ARNAUD DES PALLIERES;327321
JIMMY P.;2013;ARNAUD DESPLECHIN;573305
LE PASSE;2013;ASGHAR FARHADI;2005949
SYNGUE SABOUR - PIERRE DE PATIENCE;2013;ATIQ RAHIMI;449205
TIREZ LA LANGUE, MADEMOISELLE;2013;AXELLE ROPERT;233449
2 GUNS;2013;BALTASAR KORMAKUR;713176
SUR LA TERRE DES DINOSAURES;2013;BARRY COOK;1020767
THE BAY;2013;BARRY LEVINSON;171249
GATSBY LE MAGNIFIQUE;2013;BAZ LUHRMANN;3015173
LE MANOIR MAGIQUE;2013;BEN STASSEN;2285768
ENFANCE CLANDESTINE;2013;BENJAMIN AVILA;120238
BATTLE OF THE YEAR;2013;BENSON LEE;187293
QUAI D'ORSAY;2013;BERTRAND TAVERNIER;1883565
LE CINQUIEME POUVOIR;2013;BILL CONDON;67010
MY MOVIE PROJECT;2013;BOB ODENKIRK;121717
SNOWPIERCER LE TRANSPERCENEIGE;2013;BONG JOON-HO;1475299
THE CALL;2013;BRAD ANDERSON;347967
PLAYERS;2013;BRAD FURMAN;797422
MY MOVIE PROJECT;2013;BRETT RATNER;121717
PASSION;2013;BRIAN DE PALMA;277028
TU HONORERAS TA MERE ET TA MERE;2013;BRIGITTE ROUAN;77293
LE GRAND MECHANT LOUP;2013;BRUNO;731646
CAMILLE CLAUDEL 1915;2013;BRUNO DUMONT;233910
JACK LE CHASSEUR DE GEANTS;2013;BRYAN SINGER;994995
CASSE-TETE CHINOIS;2013;CEDRIC KLAPISCH;3102632
HOTEL NORMANDY;2013;CHARLES NEMES;214313
LA REINE DES NEIGES;2013;CHRIS BUCK;10689906
MOI, MOCHE ET MECHANT 2;2013;CHRIS RENAUD;9402242
LES CROODS;2013;CHRIS SANDERS;3870555
EPIC : LA BATAILLE DU ROYAUME SECRET 3D;2013;CHRIS WEDGE;2363848
JAPPELOUP;2013;CHRISTIAN DUGUAY;3594687
EN SOLITAIRE;2013;CHRISTOPHE OFFENSTEIN;1390925
LES SALAUDS;2013;CLAIRE DENIS;181724
GARE DU NORD;2013;CLAIRE SIMON;162008
CHEZ NOUS C'EST TROIS !;2013;CLAUDE DUTY;32130
LA STRATEGIE DE LA POUSSETTE;2013;CLEMENT MICHEL;578177
AYA DE YOPOUGON;2013;CLEMENT OUBRERIE;280940
LE GEANT EGOISTE;2013;CLIO BARNARD;325001
LA PETITE FABRIQUE DU MONDE;2013;CRISTINA LASTREGO;65551
L'AUBE ROUGE;2013;DAN BRADLEY;86267
MARIAGE A L'ANGLAISE;2013;DAN MAZER;706629
MONSTRES ACADEMY;2013;DAN SCANLON;3719683
FANNY;2013;DANIEL AUTEUIL;772828
MARIUS;2013;DANIEL AUTEUIL;867095
DES GENS QUI S'EMBRASSENT;2013;DANIELE THOMPSON;333214
TRANCE;2013;DANNY BOYLE;480210
INTERSECTIONS;2013;DAVID MARCONI;132673
20 ANS D'ECART;2013;DAVID MOREAU;2898378
HAPPINESS THERAPY;2013;DAVID O. RUSSELL;2134013
TURBO;2013;DAVID SOREN;4864418
RIDDICK;2013;DAVID TWOHY;1104927
RED 2;2013;DEAN PARISOT;1358294
PRISONERS;2013;DENIS VILLENEUVE;2451074
COPAINS POUR TOUJOURS 2;2013;DENNIS DUGAN;208473
THE PLACE BEYOND THE PINES;2013;DEREK CIANFRANCE;1327716
POUR UNE FEMME;2013;DIANE KURYS;421495
REVES D'OR;2013;DIEGO QUEMADA-DIEZ;222528
FESTIVAL CINEMA TELERAMA (2013);2013;DIVERS;95074
QUARTET;2013;DUSTIN HOFFMAN;687200
LE DERNIER EXORCISME PART II;2013;ED GASS-DONNELLY;343054
LE JOUR ATTENDRA;2013;EDGAR MARIE;186304
LE DERNIER PUB AVANT LA FIN DU MONDE;2013;EDGAR WRIGHT;263958
MARIAGE A MENDOZA;2013;EDOUARD DELUC;122123
MY MOVIE PROJECT;2013;ELIZABETH BANKS;121717
THE WAY LA ROUTE ENSEMBLE;2013;EMILIO ESTEVEZ;260640
LA VRAIE VIE DES PROFS;2013;EMMANUEL KLOTZ;875513
ELLE S'EN VA;2013;EMMANUELLE BERCOT;860239
TAD L'EXPLORATEUR : A LA RECHERCHE DE LA CITE PERDUE;2013;ENRIQUE GATO;615340
PINOCCHIO;2013;ENZO D'ALO;334396
ZAYTOUN;2013;ERAN RIKLIS;66941
LOULOU L'INCROYABLE SECRET;2013;ERIC OMOND;543392
MOBIUS;2013;ERIC ROCHANT;2193578
MOHAMED DUBOIS;2013;ERNESTO ONA;793080
INSIDE LLEWYN DAVIS;2013;ETHAN COEN;1167621
C'EST LA FIN;2013;EVAN GOLDBERG;121150
TURF;2013;FABIEN ONTENIENTE;749981
UNE PLACE SUR LA TERRE;2013;FABIENNE GODET;307943
EVIL DEAD;2013;FEDE ALVAREZ;768011
ALABAMA MONROE;2013;FELIX VAN GROENINGEN;422681
L'ARTISTE ET SON MODELE;2013;FERNANDO TRUEBA;176593
LA PETITE FABRIQUE DU MONDE;2013;FRANCESCO TESTA;65551
HUNGER GAMES L'EMBRASEMENT;2013;FRANCIS LAWRENCE;6422155
BLACKIE & KANUTO;2013;FRANCIS NIELSEN;30129
MANIAC;2013;FRANCK KHALFOUN;258168
BOULE ET BILL;2013;FRANCK MAGNIER;4124993
MON AME PAR TOI GUERIE;2013;FRANCOIS DUPEYRON;262506
JEUNE & JOLIE;2013;FRANCOIS OZON;1498593
AMITIES SINCERES;2013;FRANCOIS PREVOT-LEYGONIE;1708391
CHEBA LOUISA;2013;FRANCOISE CHARPIAT;193728
LANDES;2013;FRANCOIS-XAVIER VIVES;177040
LES INVINCIBLES;2013;FREDERIC BERTHE;301490
12 ANS D'AGE;2013;FREDERIC PROUST;147696
DEHORS, C'EST L'ETE;2013;FRIEDERIKE JEHN;2506
LA STRATEGIE ENDER;2013;GAVIN HOOD;839155
HOTEL TRANSYLVANIE;2013;GENNDY TARTAKOVSKY;2084596
L'AUTRE VIE DE RICHARD KEMP;2013;GERMINAL ALVAREZ;43246
RENOIR;2013;GILLES BOURDOS;1032796
BELLE DU SEIGNEUR;2013;GLENIO BONDER;34838
LONE RANGER NAISSANCE D'UN HEROS;2013;GORE VERBINSKI;2362629
LOULOU L'INCROYABLE SECRET;2013;GREGOIRE SOLOTAREFF;543392
MY MOVIE PROJECT;2013;GRIFFIN DUNNE;121717
BLOOD TIES;2013;GUILLAUME CANET;492166
LES GARCONS ET GUILLAUME, A TABLE !;2013;GUILLAUME GALLIENNE;6020824
LA RELIGIEUSE;2013;GUILLAUME NICLOUX;509615
PACIFIC RIM;2013;GUILLERMO DEL TORO;2011502
PROMISED LAND;2013;GUS VAN SANT;448316
WADJDA;2013;HAIFAA AL MANSOUR;1080924
OMAR;2013;HANY ABU-ASSAD;182021
THE MORTAL INSTRUMENTS : LA CITE DES TENEBRES;2013;HARALD ZWART;805622
SPRING BREAKERS;2013;HARMONY KORINE;1232931
UNE HISTOIRE D'AMOUR;2013;HELENE FILLIERES;82989
TEL PERE, TEL FILS;2013;HIROKAZU KORE-EDA;851484
LETTRE A MOMO;2013;HIROYUKI OKIURA;136174
RUE MANDAR;2013;IDIT CEBULA;294023
LA VIE DOMESTIQUE;2013;ISABELLE CZAJKA;333496
FONZY;2013;ISABELLE DOVAL;888986
ALL IS LOST;2013;J.C. CHANDOR;157354
VICTOR YOUNG PEREZ;2013;JACQUES OUANICHE;102806
AMERICAN NIGHTMARE;2013;JAMES DEMONACO;805957
MY MOVIE PROJECT;2013;JAMES DUFFY;121717
THE IMMIGRANT;2013;JAMES GRAY;727386
MY MOVIE PROJECT;2013;JAMES GUNN;121717
WOLVERINE : LE COMBAT DE L'IMMORTEL;2013;JAMES MANGOLD;3197249
SHADOW DANCER;2013;JAMES MARSH;138517
CONJURING LES DOSSIERS WARREN;2013;JAMES WAN;2539072
INSIDIOUS : CHAPTER 2;2013;JAMES WAN;1061381
LA SORCIERE DANS LES AIRS;2013;JAN LACHAUER;197110
OH BOY;2013;JAN OLE GERSTER;131423
THE HIT GIRLS;2013;JASON MOORE;214352
LA CONFRERIE DES LARMES;2013;JEAN-BAPTISTE ANDREA;70372
LES REINES DU RING;2013;JEAN-MARC RUDNICKI;555337
ARRETEZ MOI;2013;JEAN-PAUL LILIENFELD;202320
JE FAIS LE MORT;2013;JEAN-PAUL SALOME;413711
L'EXTRAVAGANT VOYAGE DU JEUNE ET PRODIGIEUX T.S. SPIVET;2013;JEAN-PIERRE JEUNET;1398618
MUD SUR LES RIVES DU MISSISSIPPI;2013;JEFF NICHOLS;1313575
JACKASS PRESENTE : BAD GRANDPA;2013;JEFF TREMAINE;143138
KICK-ASS 2;2013;JEFF WADLOW;1486994
STAR TREK INTO DARKNESS;2013;JEFFREY ABRAMS;1510138
LA REINE DES NEIGES;2013;JENNIFER LEE;10689906
